  0.50000000E-01  0.17457079E+03 -0.21810338E+01
  0.60000000E-01  0.17483975E+03 -0.26153516E+01
  0.70000000E-01  0.17511438E+03 -0.30486525E+01
  0.80000000E-01  0.17539448E+03 -0.34807780E+01
  0.90000000E-01  0.17567985E+03 -0.39115748E+01
  0.10000000E+00  0.17597029E+03 -0.43408949E+01
  0.11000000E+00  0.17626561E+03 -0.47685968E+01
  0.12000000E+00  0.17656561E+03 -0.51945455E+01
  0.13000000E+00  0.17687010E+03 -0.56186133E+01
  0.14000000E+00  0.17717891E+03 -0.60406802E+01
  0.15000000E+00  0.17749185E+03 -0.64606344E+01
  0.16000000E+00  0.17780873E+03 -0.68783723E+01
  0.17000000E+00  0.17812940E+03 -0.72937994E+01
  0.18000000E+00  0.17845367E+03 -0.77068298E+01
  0.19000000E+00  0.17878139E+03 -0.81173873E+01
  0.20000000E+00  0.17911239E+03 -0.85254045E+01
  0.21000000E+00  0.17944652E+03 -0.89308238E+01
  0.22000000E+00  0.17978362E+03 -0.93335970E+01
  0.23000000E+00  0.18012355E+03 -0.97336850E+01
  0.24000000E+00  0.18046616E+03 -0.10131058E+02
  0.25000000E+00  0.18081132E+03 -0.10525697E+02
  0.26000000E+00  0.18115889E+03 -0.10917588E+02
  0.27000000E+00  0.18150875E+03 -0.11306730E+02
  0.28000000E+00  0.18186076E+03 -0.11693128E+02
  0.29000000E+00  0.18221481E+03 -0.12076796E+02
  0.30000000E+00  0.18257078E+03 -0.12457754E+02
  0.31000000E+00  0.18292857E+03 -0.12836031E+02
  0.32000000E+00  0.18328806E+03 -0.13211662E+02
  0.33000000E+00  0.18364915E+03 -0.13584688E+02
  0.34000000E+00  0.18401175E+03 -0.13955157E+02
  0.35000000E+00  0.18437576E+03 -0.14323118E+02
  0.36000000E+00  0.18474109E+03 -0.14688630E+02
  0.37000000E+00  0.18510766E+03 -0.15051753E+02
  0.38000000E+00  0.18547538E+03 -0.15412550E+02
  0.39000000E+00  0.18584418E+03 -0.15771087E+02
  0.40000000E+00  0.18621398E+03 -0.16127433E+02
  0.41000000E+00  0.18658471E+03 -0.16481659E+02
  0.42000000E+00  0.18695630E+03 -0.16833834E+02
  0.43000000E+00  0.18732869E+03 -0.17184031E+02
  0.44000000E+00  0.18770181E+03 -0.17532320E+02
  0.45000000E+00  0.18807562E+03 -0.17878773E+02
  0.46000000E+00  0.18845005E+03 -0.18223458E+02
  0.47000000E+00  0.18882505E+03 -0.18566444E+02
  0.48000000E+00  0.18920057E+03 -0.18907797E+02
  0.49000000E+00  0.18957657E+03 -0.19247580E+02
  0.50000000E+00  0.18995299E+03 -0.19585854E+02
  0.51000000E+00  0.19032979E+03 -0.19922677E+02
  0.52000000E+00  0.19070694E+03 -0.20258104E+02
  0.53000000E+00  0.19108438E+03 -0.20592185E+02
  0.54000000E+00  0.19146209E+03 -0.20924969E+02
  0.55000000E+00  0.19184003E+03 -0.21256500E+02
  0.56000000E+00  0.19221816E+03 -0.21586817E+02
  0.57000000E+00  0.19259644E+03 -0.21915957E+02
  0.58000000E+00  0.19297485E+03 -0.22243954E+02
  0.59000000E+00  0.19335336E+03 -0.22570835E+02
  0.60000000E+00  0.19373192E+03 -0.22896627E+02
  0.61000000E+00  0.19411052E+03 -0.23221352E+02
  0.62000000E+00  0.19448912E+03 -0.23545027E+02
  0.63000000E+00  0.19486769E+03 -0.23867670E+02
  0.64000000E+00  0.19524622E+03 -0.24189292E+02
  0.65000000E+00  0.19562466E+03 -0.24509904E+02
  0.66000000E+00  0.19600300E+03 -0.24829514E+02
  0.67000000E+00  0.19638120E+03 -0.25148127E+02
  0.68000000E+00  0.19675924E+03 -0.25465748E+02
  0.69000000E+00  0.19713711E+03 -0.25782379E+02
  0.70000000E+00  0.19751476E+03 -0.26098021E+02
  0.71000000E+00  0.19789219E+03 -0.26412674E+02
  0.72000000E+00  0.19826935E+03 -0.26726339E+02
  0.73000000E+00  0.19864624E+03 -0.27039015E+02
  0.74000000E+00  0.19902283E+03 -0.27350700E+02
  0.75000000E+00  0.19939910E+03 -0.27661395E+02
  0.76000000E+00  0.19977502E+03 -0.27971100E+02
  0.77000000E+00  0.20015058E+03 -0.28279814E+02
  0.78000000E+00  0.20052575E+03 -0.28587540E+02
  0.79000000E+00  0.20090052E+03 -0.28894279E+02
  0.80000000E+00  0.20127487E+03 -0.29200035E+02
  0.81000000E+00  0.20164877E+03 -0.29504812E+02
  0.82000000E+00  0.20202223E+03 -0.29808616E+02
  0.83000000E+00  0.20239521E+03 -0.30111454E+02
  0.84000000E+00  0.20276772E+03 -0.30413334E+02
  0.85000000E+00  0.20313972E+03 -0.30714267E+02
  0.86000000E+00  0.20351123E+03 -0.31014264E+02
  0.87000000E+00  0.20388222E+03 -0.31313336E+02
  0.88000000E+00  0.20425269E+03 -0.31611498E+02
  0.89000000E+00  0.20462265E+03 -0.31908763E+02
  0.90000000E+00  0.20499207E+03 -0.32205149E+02
