  0.50000000E-01  0.10924584E-07 -0.18089283E-07
  0.60000000E-01  0.11122117E-07 -0.21706545E-07
  0.70000000E-01  0.11336431E-07 -0.25323484E-07
  0.80000000E-01  0.11567544E-07 -0.28940044E-07
  0.90000000E-01  0.11815474E-07 -0.32556172E-07
  0.10000000E+00  0.12080243E-07 -0.36171813E-07
  0.11000000E+00  0.12361872E-07 -0.39786914E-07
  0.12000000E+00  0.12660383E-07 -0.43401421E-07
  0.13000000E+00  0.12975803E-07 -0.47015279E-07
  0.14000000E+00  0.13308155E-07 -0.50628435E-07
  0.15000000E+00  0.13657466E-07 -0.54240833E-07
  0.16000000E+00  0.14023766E-07 -0.57852419E-07
  0.17000000E+00  0.14407081E-07 -0.61463139E-07
  0.18000000E+00  0.14807444E-07 -0.65072939E-07
  0.19000000E+00  0.15224883E-07 -0.68681763E-07
  0.20000000E+00  0.15659432E-07 -0.72289556E-07
  0.21000000E+00  0.16111123E-07 -0.75896263E-07
  0.22000000E+00  0.16579990E-07 -0.79501829E-07
  0.23000000E+00  0.17066067E-07 -0.83106198E-07
  0.24000000E+00  0.17569390E-07 -0.86709313E-07
  0.25000000E+00  0.18089993E-07 -0.90311119E-07
  0.26000000E+00  0.18627912E-07 -0.93911558E-07
  0.27000000E+00  0.19183186E-07 -0.97510572E-07
  0.28000000E+00  0.19755850E-07 -0.10110810E-06
  0.29000000E+00  0.20345942E-07 -0.10470410E-06
  0.30000000E+00  0.20953499E-07 -0.10829849E-06
  0.31000000E+00  0.21578559E-07 -0.11189122E-06
  0.32000000E+00  0.22221160E-07 -0.11548224E-06
  0.33000000E+00  0.22881339E-07 -0.11907147E-06
  0.34000000E+00  0.23559133E-07 -0.12265887E-06
  0.35000000E+00  0.24254580E-07 -0.12624435E-06
  0.36000000E+00  0.24967717E-07 -0.12982788E-06
  0.37000000E+00  0.25698579E-07 -0.13340937E-06
  0.38000000E+00  0.26447202E-07 -0.13698876E-06
  0.39000000E+00  0.27213621E-07 -0.14056599E-06
  0.40000000E+00  0.27997871E-07 -0.14414099E-06
  0.41000000E+00  0.28799985E-07 -0.14771369E-06
  0.42000000E+00  0.29619995E-07 -0.15128403E-06
  0.43000000E+00  0.30457932E-07 -0.15485193E-06
  0.44000000E+00  0.31313827E-07 -0.15841732E-06
  0.45000000E+00  0.32187708E-07 -0.16198014E-06
  0.46000000E+00  0.33079603E-07 -0.16554030E-06
  0.47000000E+00  0.33989537E-07 -0.16909774E-06
  0.48000000E+00  0.34917534E-07 -0.17265238E-06
  0.49000000E+00  0.35863617E-07 -0.17620414E-06
  0.50000000E+00  0.36827807E-07 -0.17975295E-06
  0.51000000E+00  0.37810123E-07 -0.18329873E-06
  0.52000000E+00  0.38810581E-07 -0.18684140E-06
  0.53000000E+00  0.39829197E-07 -0.19038088E-06
  0.54000000E+00  0.40865983E-07 -0.19391710E-06
  0.55000000E+00  0.41920950E-07 -0.19744996E-06
  0.56000000E+00  0.42994107E-07 -0.20097940E-06
  0.57000000E+00  0.44085459E-07 -0.20450532E-06
  0.58000000E+00  0.45195012E-07 -0.20802765E-06
  0.59000000E+00  0.46322767E-07 -0.21154630E-06
  0.60000000E+00  0.47468723E-07 -0.21506119E-06
  0.61000000E+00  0.48632877E-07 -0.21857223E-06
  0.62000000E+00  0.49815225E-07 -0.22207933E-06
  0.63000000E+00  0.51015759E-07 -0.22558242E-06
  0.64000000E+00  0.52234470E-07 -0.22908141E-06
  0.65000000E+00  0.53471345E-07 -0.23257621E-06
  0.66000000E+00  0.54726371E-07 -0.23606673E-06
  0.67000000E+00  0.55999532E-07 -0.23955290E-06
  0.68000000E+00  0.57290809E-07 -0.24303462E-06
  0.69000000E+00  0.58600184E-07 -0.24651181E-06
  0.70000000E+00  0.59927633E-07 -0.24998438E-06
  0.71000000E+00  0.61273135E-07 -0.25345225E-06
  0.72000000E+00  0.62636663E-07 -0.25691533E-06
  0.73000000E+00  0.64018192E-07 -0.26037353E-06
  0.74000000E+00  0.65417694E-07 -0.26382678E-06
  0.75000000E+00  0.66835140E-07 -0.26727497E-06
  0.76000000E+00  0.68270501E-07 -0.27071803E-06
  0.77000000E+00  0.69723747E-07 -0.27415586E-06
  0.78000000E+00  0.71194847E-07 -0.27758839E-06
  0.79000000E+00  0.72683769E-07 -0.28101553E-06
  0.80000000E+00  0.74190484E-07 -0.28443719E-06
  0.81000000E+00  0.75714959E-07 -0.28785327E-06
  0.82000000E+00  0.77257165E-07 -0.29126371E-06
  0.83000000E+00  0.78817071E-07 -0.29466840E-06
  0.84000000E+00  0.80394650E-07 -0.29806726E-06
  0.85000000E+00  0.81989872E-07 -0.30146020E-06
  0.86000000E+00  0.83602713E-07 -0.30484713E-06
  0.87000000E+00  0.85233147E-07 -0.30822797E-06
  0.88000000E+00  0.86881151E-07 -0.31160261E-06
  0.89000000E+00  0.88546707E-07 -0.31497097E-06
  0.90000000E+00  0.90229795E-07 -0.31833296E-06
  0.91000000E+00  0.91930402E-07 -0.32168848E-06
  0.92000000E+00  0.93648515E-07 -0.32503743E-06
  0.93000000E+00  0.95384126E-07 -0.32837973E-06
  0.94000000E+00  0.97137230E-07 -0.33171527E-06
  0.95000000E+00  0.98907827E-07 -0.33504395E-06
  0.96000000E+00  0.10069592E-06 -0.33836568E-06
  0.97000000E+00  0.10250152E-06 -0.34168035E-06
  0.98000000E+00  0.10432463E-06 -0.34498787E-06
  0.99000000E+00  0.10616527E-06 -0.34828812E-06
  0.10000000E+01  0.10802347E-06 -0.35158100E-06
  0.10100000E+01  0.10989925E-06 -0.35486641E-06
  0.10200000E+01  0.11179265E-06 -0.35814424E-06
  0.10300000E+01  0.11370370E-06 -0.36141438E-06
  0.10400000E+01  0.11563246E-06 -0.36467671E-06
  0.10500000E+01  0.11757896E-06 -0.36793114E-06
  0.10600000E+01  0.11954326E-06 -0.37117755E-06
  0.10700000E+01  0.12152543E-06 -0.37441582E-06
  0.10800000E+01  0.12352554E-06 -0.37764584E-06
  0.10900000E+01  0.12554367E-06 -0.38086750E-06
  0.11000000E+01  0.12757988E-06 -0.38408069E-06
  0.11100000E+01  0.12963428E-06 -0.38728528E-06
  0.11200000E+01  0.13170695E-06 -0.39048117E-06
  0.11300000E+01  0.13379800E-06 -0.39366824E-06
  0.11400000E+01  0.13590753E-06 -0.39684638E-06
  0.11500000E+01  0.13803565E-06 -0.40001548E-06
  0.11600000E+01  0.14018249E-06 -0.40317540E-06
  0.11700000E+01  0.14234817E-06 -0.40632606E-06
  0.11800000E+01  0.14453281E-06 -0.40946732E-06
  0.11900000E+01  0.14673656E-06 -0.41259908E-06
  0.12000000E+01  0.14895956E-06 -0.41572122E-06
  0.12100000E+01  0.15120194E-06 -0.41883364E-06
  0.12200000E+01  0.15346388E-06 -0.42193621E-06
  0.12300000E+01  0.15574551E-06 -0.42502883E-06
