# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
   11.122244489    2.741146317    2.741133560    2.741148077
   11.182364729    2.725442837    2.725430160    2.725444586
   11.242484970    2.709941764    2.709929167    2.709943501
   11.302605210    2.694639786    2.694627269    2.694641512
   11.362725451    2.679533654    2.679521216    2.679535370
   11.422845691    2.664620184    2.664607824    2.664621889
   11.482965932    2.649896252    2.649883969    2.649897945
   11.543086172    2.635358793    2.635346587    2.635360476
   11.603206413    2.621004802    2.620992673    2.621006475
   11.663326653    2.606831333    2.606819280    2.606832995
   11.723446894    2.592835493    2.592823515    2.592837144
   11.783567134    2.579014446    2.579002544    2.579016088
   11.843687375    2.565365411    2.565353582    2.565367042
   11.903807615    2.551885657    2.551873902    2.551887277
   11.963927856    2.538572506    2.538560824    2.538574116
   12.024048096    2.525423331    2.525411721    2.525424931
   12.084168337    2.512435553    2.512424016    2.512437143
   12.144288577    2.499606643    2.499595177    2.499608223
   12.204408818    2.486934117    2.486922722    2.486935688
   12.264529058    2.474415541    2.474404216    2.474417102
   12.324649299    2.462048522    2.462037268    2.462050074
   12.384769539    2.449830715    2.449819530    2.449832257
   12.444889780    2.437759817    2.437748700    2.437761349
   12.505010020    2.425833565    2.425822517    2.425835088
   12.565130261    2.414049743    2.414038762    2.414051256
   12.625250501    2.402406171    2.402395257    2.402407675
   12.685370741    2.390900711    2.390889864    2.390902206
   12.745490982    2.379531265    2.379520484    2.379532750
   12.805611222    2.368295770    2.368285055    2.368297247
   12.865731463    2.357192204    2.357181554    2.357193671
   12.925851703    2.346218579    2.346207993    2.346220038
   12.985971944    2.335372945    2.335362423    2.335374394
   13.046092184    2.324653385    2.324642927    2.324654826
   13.106212425    2.314058019    2.314047624    2.314059451
   13.166332665    2.303584998    2.303574666    2.303586422
   13.226452906    2.293232509    2.293222239    2.293233924
   13.286573146    2.282998768    2.282988560    2.283000174
   13.346693387    2.272882025    2.272871879    2.272883423
   13.406813627    2.262880562    2.262870475    2.262881951
   13.466933868    2.252992687    2.252982661    2.252994068
   13.527054108    2.243216743    2.243206777    2.243218116
   13.587174349    2.233551099    2.233541193    2.233552464
   13.647294589    2.223994154    2.223984306    2.223995510
   13.707414830    2.214544334    2.214534545    2.214545682
   13.767535070    2.205200093    2.205190362    2.205201433
   13.827655311    2.195959911    2.195950238    2.195961244
   13.887775551    2.186822297    2.186812681    2.186823622
   13.947895792    2.177785783    2.177776224    2.177787100
   14.008016032    2.168848928    2.168839425    2.168850237
   14.068136273    2.160010314    2.160000867    2.160011615
   14.128256513    2.151268550    2.151259158    2.151269843
   14.188376754    2.142622266    2.142612929    2.142623552
   14.248496994    2.134070118    2.134060835    2.134071396
   14.308617234    2.125610782    2.125601554    2.125612053
   14.368737475    2.117242959    2.117233785    2.117244223
   14.428857715    2.108965372    2.108956251    2.108966628
   14.488977956    2.100776763    2.100767695    2.100778012
   14.549098196    2.092675899    2.092666883    2.092677140
   14.609218437    2.084661563    2.084652599    2.084662797
   14.669338677    2.076732562    2.076723650    2.076733789
   14.729458918    2.068887723    2.068878862    2.068888942
   14.789579158    2.061125890    2.061117080    2.061127102
   14.849699399    2.053445928    2.053437169    2.053447133
   14.909819639    2.045846720    2.045838012    2.045847919
   14.969939880    2.038327169    2.038318510    2.038328361
   15.030060120    2.030886195    2.030877585    2.030887380
   15.090180361    2.023522734    2.023514174    2.023523913
   15.150300601    2.016235743    2.016227231    2.016236915
   15.210420842    2.009024194    2.009015730    2.009025359
   15.270541082    2.001887075    2.001878659    2.001888233
   15.330661323    1.994823392    1.994815024    1.994824543
   15.390781563    1.987832166    1.987823846    1.987833312
   15.450901804    1.980912436    1.980904162    1.980913575
   15.511022044    1.974063254    1.974055026    1.974064386
   15.571142285    1.967283687    1.967275506    1.967284813
   15.631262525    1.960572820    1.960564685    1.960573939
   15.691382766    1.953929749    1.953921660    1.953930862
   15.751503006    1.947353588    1.947345543    1.947354695
   15.811623246    1.940843462    1.940835462    1.940844563
   15.871743487    1.934398511    1.934390556    1.934399606
   15.931863727    1.928017890    1.928009979    1.928018979
   15.991983968    1.921700766    1.921692899    1.921701848
   16.052104208    1.915446318    1.915438494    1.915447394
   16.112224449    1.909253740    1.909245959    1.909254810
   16.172344689    1.903122237    1.903114500    1.903123302
   16.232464930    1.897051029    1.897043334    1.897052088
   16.292585170    1.891039344    1.891031692    1.891040397
   16.352705411    1.885086427    1.885078816    1.885087474
   16.412825651    1.879191529    1.879183960    1.879192570
   16.472945892    1.873353918    1.873346390    1.873354953
   16.533066132    1.867572870    1.867565383    1.867573900
   16.593186373    1.861847672    1.861840226    1.861848697
   16.653306613    1.856177625    1.856170219    1.856178644
   16.713426854    1.850562038    1.850554672    1.850563051
   16.773547094    1.845000230    1.844992904    1.845001238
   16.833667335    1.839491533    1.839484246    1.839492535
   16.893787575    1.834035286    1.834028039    1.834036283
   16.953907816    1.828630842    1.828623634    1.828631833
   17.014028056    1.823277560    1.823270390    1.823278546
   17.074148297    1.817974810    1.817967679    1.817975791
   17.134268537    1.812721972    1.812714879    1.812722948
   17.194388778    1.807518435    1.807511380    1.807519405
   17.254509018    1.802363597    1.802356579    1.802364562
   17.314629259    1.797256864    1.797249884    1.797257824
   17.374749499    1.792197653    1.792190710    1.792198608
   17.434869739    1.787185388    1.787178482    1.787186338
   17.494989980    1.782219502    1.782212632    1.782220447
   17.555110220    1.777299436    1.777292602    1.777300376
   17.615230461    1.772424640    1.772417842    1.772425575
   17.675350701    1.767594571    1.767587809    1.767595501
   17.735470942    1.762808695    1.762801969    1.762809620
   17.795591182    1.758066486    1.758059794    1.758067406
   17.855711423    1.753367423    1.753360766    1.753368338
   17.915831663    1.748710996    1.748704374    1.748711907
   17.975951904    1.744096701    1.744090114    1.744097607
   18.036072144    1.739524042    1.739517488    1.739524943
   18.096192385    1.734992527    1.734986008    1.734993424
   18.156312625    1.730501675    1.730495190    1.730502567
   18.216432866    1.726051011    1.726044559    1.726051898
   18.276553106    1.721640065    1.721633646    1.721640947
   18.336673347    1.717268375    1.717261989    1.717269253
   18.396793587    1.712935485    1.712929132    1.712936359
   18.456913828    1.708640948    1.708634627    1.708641817
   18.517034068    1.704384319    1.704378030    1.704385183
   18.577154309    1.700165162    1.700158906    1.700166022
   18.637274549    1.695983047    1.695976823    1.695983903
   18.697394790    1.691837550    1.691831357    1.691838402
   18.757515030    1.687728252    1.687722091    1.687729100
   18.817635271    1.683654741    1.683648611    1.683655584
   18.877755511    1.679616611    1.679610511    1.679617449
   18.937875752    1.675613459    1.675607390    1.675614293
   18.997995992    1.671644890    1.671638852    1.671645720
   19.058116232    1.667710515    1.667704508    1.667711341
   19.118236473    1.663809949    1.663803972    1.663810771
   19.178356713    1.659942813    1.659936865    1.659943630
   19.238476954    1.656108731    1.656102813    1.656109545
   19.298597194    1.652307336    1.652301448    1.652308146
   19.358717435    1.648538263    1.648532404    1.648539069
   19.418837675    1.644801154    1.644795324    1.644801956
   19.478957916    1.641095654    1.641089853    1.641096451
   19.539078156    1.637421414    1.637415641    1.637422207
   19.599198397    1.633778089    1.633772345    1.633778879
   19.659318637    1.630165340    1.630159624    1.630166125
   19.719438878    1.626582831    1.626577143    1.626583612
   19.779559118    1.623030231    1.623024571    1.623031009
   19.839679359    1.619507214    1.619501582    1.619507988
   19.899799599    1.616013458    1.616007854    1.616014228
   19.959919840    1.612548645    1.612543068    1.612549412
   20.020040080    1.609112462    1.609106912    1.609113225
   20.080160321    1.605704599    1.605699077    1.605705359
   20.140280561    1.602324752    1.602319256    1.602325507
   20.200400802    1.598972618    1.598967149    1.598973370
   20.260521042    1.595647902    1.595642459    1.595648650
   20.320641283    1.592350308    1.592344892    1.592351053
   20.380761523    1.589079549    1.589074158    1.589080290
   20.440881764    1.585835338    1.585829973    1.585836076
   20.501002004    1.582617394    1.582612055    1.582618128
   20.561122244    1.579425437    1.579420124    1.579426168
   20.621242485    1.576259195    1.576253906    1.576259921
   20.681362725    1.573118394    1.573113131    1.573119118
   20.741482966    1.570002769    1.569997531    1.570003489
   20.801603206    1.566912054    1.566906841    1.566912771
   20.861723447    1.563845990    1.563840801    1.563846703
   20.921843687    1.560804318    1.560799154    1.560805028
   20.981963928    1.557786785    1.557781645    1.557787491
   21.042084168    1.554793139    1.554788024    1.554793842
   21.102204409    1.551823134    1.551818043    1.551823834
   21.162324649    1.548876525    1.548871458    1.548877222
   21.222444890    1.545953070    1.545948027    1.545953763
   21.282565130    1.543052532    1.543047512    1.543053222
   21.342685371    1.540174674    1.540169678    1.540175361
   21.402805611    1.537319265    1.537314292    1.537319948
   21.462925852    1.534486075    1.534481125    1.534486755
   21.523046092    1.531674878    1.531669951    1.531675555
   21.583166333    1.528885449    1.528880545    1.528886123
   21.643286573    1.526117569    1.526112688    1.526118240
   21.703406814    1.523371019    1.523366160    1.523371687
   21.763527054    1.520645584    1.520640747    1.520646249
   21.823647295    1.517941050    1.517936236    1.517941712
   21.883767535    1.515257209    1.515252417    1.515257867
   21.943887776    1.512593852    1.512589081    1.512594507
   22.004008016    1.509950774    1.509946025    1.509951426
   22.064128257    1.507327773    1.507323046    1.507328422
   22.124248497    1.504724649    1.504719944    1.504725295
   22.184368737    1.502141205    1.502136521    1.502141848
   22.244488978    1.499577245    1.499572582    1.499577885
   22.304609218    1.497032577    1.497027935    1.497033215
   22.364729459    1.494507010    1.494502390    1.494507645
   22.424849699    1.492000357    1.491995758    1.492000989
   22.484969940    1.489512432    1.489507853    1.489513061
   22.545090180    1.487043051    1.487038492    1.487043677
   22.605210421    1.484592032    1.484587494    1.484592656
   22.665330661    1.482159198    1.482154680    1.482159819
   22.725450902    1.479744370    1.479739873    1.479744988
   22.785571142    1.477347374    1.477342897    1.477347989
   22.845691383    1.474968037    1.474963580    1.474968650
   22.905811623    1.472606189    1.472601752    1.472606799
   22.965931864    1.470261661    1.470257243    1.470262268
   23.026052104    1.467934285    1.467929887    1.467934890
   23.086172345    1.465623899    1.465619520    1.465624500
   23.146292585    1.463330337    1.463325978    1.463330936
   23.206412826    1.461053441    1.461049101    1.461054038
   23.266533066    1.458793051    1.458788730    1.458793645
   23.326653307    1.456549009    1.456544707    1.456549601
   23.386773547    1.454321162    1.454316878    1.454321750
   23.446893788    1.452109354    1.452105089    1.452109940
   23.507014028    1.449913435    1.449909189    1.449914019
   23.567134269    1.447733255    1.447729027    1.447733836
   23.627254509    1.445568666    1.445564456    1.445569244
   23.687374749    1.443419520    1.443415329    1.443420096
   23.747494990    1.441285675    1.441281502    1.441286248
   23.807615230    1.439166986    1.439162831    1.439167556
   23.867735471    1.437063312    1.437059175    1.437063880
   23.927855711    1.434974513    1.434970394    1.434975079
   23.987975952    1.432900452    1.432896350    1.432901015
   24.048096192    1.430840991    1.430836907    1.430841552
   24.108216433    1.428795996    1.428791930    1.428796554
   24.168336673    1.426765333    1.426761284    1.426765889
   24.228456914    1.424748870    1.424744838    1.424749424
   24.288577154    1.422746477    1.422742463    1.422747028
   24.348697395    1.420758025    1.420754027    1.420758574
   24.408817635    1.418783385    1.418779405    1.418783932
   24.468937876    1.416822433    1.416818470    1.416822978
   24.529058116    1.414875044    1.414871097    1.414875586
   24.589178357    1.412941094    1.412937164    1.412941633
   24.649298597    1.411020460    1.411016547    1.411020998
   24.709418838    1.409113024    1.409109127    1.409113559
   24.769539078    1.407218665    1.407214785    1.407219198
   24.829659319    1.405337266    1.405333402    1.405337797
   24.889779559    1.403468711    1.403464862    1.403469239
   24.949899800    1.401612883    1.401609051    1.401613409
   25.010020040    1.399769669    1.399765853    1.399770193
   25.070140281    1.397938956    1.397935156    1.397939478
   25.130260521    1.396120633    1.396116849    1.396121153
   25.190380762    1.394314590    1.394310821    1.394315107
   25.250501002    1.392520717    1.392516964    1.392521232
   25.310621242    1.390738906    1.390735169    1.390739420
   25.370741483    1.388969052    1.388965330    1.388969563
   25.430861723    1.387211048    1.387207341    1.387211557
   25.490981964    1.385464790    1.385461099    1.385465297
   25.551102204    1.383730175    1.383726499    1.383730680
   25.611222445    1.382007101    1.382003440    1.382007604
   25.671342685    1.380295467    1.380291820    1.380295967
   25.731462926    1.378595172    1.378591541    1.378595671
   25.791583166    1.376906119    1.376902502    1.376906615
   25.851703407    1.375228208    1.375224606    1.375228703
   25.911823647    1.373561345    1.373557757    1.373561837
   25.971943888    1.371905432    1.371901859    1.371905923
   26.032064128    1.370260375    1.370256817    1.370260864
   26.092184369    1.368626081    1.368622537    1.368626568
   26.152304609    1.367002457    1.366998928    1.367002942
   26.212424850    1.365389412    1.365385896    1.365389894
   26.272545090    1.363786853    1.363783352    1.363787334
   26.332665331    1.362194693    1.362191206    1.362195172
   26.392785571    1.360612842    1.360609368    1.360613319
   26.452905812    1.359041211    1.359037752    1.359041687
   26.513026052    1.357479715    1.357476270    1.357480189
   26.573146293    1.355928268    1.355924836    1.355928739
   26.633266533    1.354386783    1.354383365    1.354387253
   26.693386774    1.352855178    1.352851773    1.352855645
   26.753507014    1.351333368    1.351329976    1.351333833
   26.813627255    1.349821271    1.349817893    1.349821735
   26.873747495    1.348318805    1.348315441    1.348319267
   26.933867735    1.346825890    1.346822539    1.346826351
   26.993987976    1.345342446    1.345339108    1.345342905
   27.054108216    1.343868394    1.343865069    1.343868851
   27.114228457    1.342403655    1.342400343    1.342404110
   27.174348697    1.340948152    1.340944853    1.340948605
   27.234468938    1.339501808    1.339498522    1.339502260
   27.294589178    1.338064548    1.338061274    1.338064997
   27.354709419    1.336636295    1.336633035    1.336636743
   27.414829659    1.335216977    1.335213729    1.335217423
   27.474949900    1.333806518    1.333803283    1.333806963
   27.535070140    1.332404847    1.332401625    1.332405290
   27.595190381    1.331011892    1.331008682    1.331012333
   27.655310621    1.329627580    1.329624382    1.329628019
   27.715430862    1.328251841    1.328248656    1.328252279
   27.775551102    1.326884606    1.326881433    1.326885042
   27.835671343    1.325525805    1.325522644    1.325526239
   27.895791583    1.324175369    1.324172220    1.324175801
   27.955911824    1.322833231    1.322830094    1.322833661
   28.016032064    1.321499323    1.321496198    1.321499752
   28.076152305    1.320173579    1.320170466    1.320174007
   28.136272545    1.318855934    1.318852833    1.318856360
   28.196392786    1.317546321    1.317543232    1.317546745
   28.256513026    1.316244677    1.316241599    1.316245100
   28.316633267    1.314950937    1.314947871    1.314951358
   28.376753507    1.313665039    1.313661984    1.313665458
   28.436873747    1.312386919    1.312383876    1.312387337
   28.496993988    1.311116516    1.311113485    1.311116932
   28.557114228    1.309853768    1.309850748    1.309854183
   28.617234469    1.308598615    1.308595606    1.308599028
   28.677354709    1.307350995    1.307347998    1.307351407
   28.737474950    1.306110851    1.306107865    1.306111261
   28.797595190    1.304878122    1.304875147    1.304878530
   28.857715431    1.303652750    1.303649786    1.303653157
   28.917835671    1.302434677    1.302431724    1.302435083
   28.977955912    1.301223846    1.301220905    1.301224250
   29.038076152    1.300020201    1.300017270    1.300020603
   29.098196393    1.298823684    1.298820764    1.298824085
   29.158316633    1.297634241    1.297631332    1.297634640
   29.218436874    1.296451816    1.296448917    1.296452214
   29.278557114    1.295276354    1.295273467    1.295276751
   29.338677355    1.294107802    1.294104925    1.294108197
   29.398797595    1.292946106    1.292943239    1.292946500
   29.458917836    1.291791213    1.291788357    1.291791605
   29.519038076    1.290643070    1.290640224    1.290643460
   29.579158317    1.289501625    1.289498790    1.289502014
   29.639278557    1.288366827    1.288364003    1.288367215
   29.699398798    1.287238625    1.287235811    1.287239012
   29.759519038    1.286116968    1.286114164    1.286117353
   29.819639279    1.285001806    1.284999012    1.285002190
   29.879759519    1.283893090    1.283890306    1.283893472
   29.939879760    1.282790770    1.282787996    1.282791151
   30.000000000    1.281694798    1.281692034    1.281695177
