  0.00000000E+00 -0.21237070E+02
  0.85001566E-02 -0.21236849E+02
  0.17000313E-01 -0.21236211E+02
  0.25500470E-01 -0.21235155E+02
  0.34000627E-01 -0.21233683E+02
  0.42500783E-01 -0.21231795E+02
  0.51000940E-01 -0.21229491E+02
  0.59501096E-01 -0.21226771E+02
  0.68001253E-01 -0.21223636E+02
  0.76501410E-01 -0.21220086E+02
  0.85001566E-01 -0.21216123E+02
  0.93501723E-01 -0.21211746E+02
  0.10200188E+00 -0.21206956E+02
  0.11050204E+00 -0.21201754E+02
  0.11900219E+00 -0.21196140E+02
  0.12750235E+00 -0.21190115E+02
  0.13600251E+00 -0.21183679E+02
  0.14450266E+00 -0.21176834E+02
  0.15300282E+00 -0.21169579E+02
  0.16150298E+00 -0.21161914E+02
  0.17000313E+00 -0.21153841E+02
  0.17850329E+00 -0.21145360E+02
  0.18700345E+00 -0.21136471E+02
  0.19550360E+00 -0.21127174E+02
  0.20400376E+00 -0.21117470E+02
  0.21250392E+00 -0.21107358E+02
  0.22100407E+00 -0.21096840E+02
  0.22950423E+00 -0.21085915E+02
  0.23800439E+00 -0.21074583E+02
  0.24650454E+00 -0.21062844E+02
  0.25500470E+00 -0.21050699E+02
  0.26350486E+00 -0.21038148E+02
  0.27200501E+00 -0.21025190E+02
  0.28050517E+00 -0.21011826E+02
  0.28900533E+00 -0.20998057E+02
  0.29750548E+00 -0.20983881E+02
  0.30600564E+00 -0.20969299E+02
  0.31450580E+00 -0.20954312E+02
  0.32300595E+00 -0.20938920E+02
  0.33150611E+00 -0.20923124E+02
  0.34000627E+00 -0.20906923E+02
  0.34850642E+00 -0.20890318E+02
  0.35700658E+00 -0.20873310E+02
  0.36550674E+00 -0.20855900E+02
  0.37400689E+00 -0.20838089E+02
  0.38250705E+00 -0.20819877E+02
  0.39100721E+00 -0.20801265E+02
  0.39950736E+00 -0.20782255E+02
  0.40800752E+00 -0.20762847E+02
  0.41650768E+00 -0.20743044E+02
  0.42500783E+00 -0.20722846E+02
  0.43350799E+00 -0.20702254E+02
  0.44200815E+00 -0.20681271E+02
  0.45050830E+00 -0.20659898E+02
  0.45900846E+00 -0.20638136E+02
  0.46750862E+00 -0.20615987E+02
  0.47600877E+00 -0.20593453E+02
  0.48450893E+00 -0.20570536E+02
  0.49300908E+00 -0.20547236E+02
  0.50150924E+00 -0.20523556E+02
  0.51000940E+00 -0.20499497E+02
  0.51850955E+00 -0.20475061E+02
  0.52700971E+00 -0.20450249E+02
  0.53550987E+00 -0.20425063E+02
  0.54401002E+00 -0.20399504E+02
  0.55251018E+00 -0.20373573E+02
  0.56101034E+00 -0.20347272E+02
  0.56951049E+00 -0.20320601E+02
  0.57801065E+00 -0.20293562E+02
  0.58651081E+00 -0.20266156E+02
  0.59501096E+00 -0.20238383E+02
  0.60351112E+00 -0.20210244E+02
  0.61201128E+00 -0.20181739E+02
  0.62051143E+00 -0.20152870E+02
  0.62901159E+00 -0.20123636E+02
  0.63751175E+00 -0.20094038E+02
  0.64601190E+00 -0.20064077E+02
  0.65451206E+00 -0.20033751E+02
  0.66301222E+00 -0.20003063E+02
  0.67151237E+00 -0.19972012E+02
  0.68001253E+00 -0.19940597E+02
  0.68851269E+00 -0.19908821E+02
  0.69701284E+00 -0.19876681E+02
  0.70551300E+00 -0.19844180E+02
  0.71401316E+00 -0.19811317E+02
  0.72251331E+00 -0.19778093E+02
  0.73101347E+00 -0.19744508E+02
  0.73951363E+00 -0.19710563E+02
  0.74801378E+00 -0.19676258E+02
  0.75651394E+00 -0.19641595E+02
  0.76501410E+00 -0.19606574E+02
  0.77351425E+00 -0.19571197E+02
  0.78201441E+00 -0.19535465E+02
  0.79051457E+00 -0.19499379E+02
  0.79901472E+00 -0.19462940E+02
  0.80751488E+00 -0.19426152E+02
  0.81601504E+00 -0.19389015E+02
  0.82451519E+00 -0.19351531E+02
  0.83301535E+00 -0.19313703E+02
  0.84151551E+00 -0.19275533E+02
  0.85001566E+00 -0.19237023E+02
  0.85851582E+00 -0.19198176E+02
  0.86701598E+00 -0.19158993E+02
  0.87551613E+00 -0.19119478E+02
  0.88401629E+00 -0.19079634E+02
  0.89251645E+00 -0.19039462E+02
  0.90101660E+00 -0.18998965E+02
  0.90951676E+00 -0.18958147E+02
  0.91801692E+00 -0.18917008E+02
  0.92651707E+00 -0.18875553E+02
  0.93501723E+00 -0.18833782E+02
  0.94351739E+00 -0.18791699E+02
  0.95201754E+00 -0.18749306E+02
  0.96051770E+00 -0.18706604E+02
  0.96901786E+00 -0.18663596E+02
  0.97751801E+00 -0.18620282E+02
  0.98601817E+00 -0.18576665E+02
  0.99451833E+00 -0.18532747E+02
  0.10030185E+01 -0.18488527E+02
  0.10115186E+01 -0.18444008E+02
  0.10200188E+01 -0.18399191E+02
  0.10285190E+01 -0.18354076E+02
  0.10370191E+01 -0.18308663E+02
  0.10455193E+01 -0.18262954E+02
  0.10540194E+01 -0.18216949E+02
  0.10625196E+01 -0.18170649E+02
  0.10710197E+01 -0.18124053E+02
  0.10795199E+01 -0.18077162E+02
  0.10880200E+01 -0.18029977E+02
  0.10965202E+01 -0.17982497E+02
  0.11050204E+01 -0.17934724E+02
  0.11135205E+01 -0.17886658E+02
  0.11220207E+01 -0.17838300E+02
  0.11305208E+01 -0.17789650E+02
  0.11390210E+01 -0.17740709E+02
  0.11475211E+01 -0.17691479E+02
  0.11560213E+01 -0.17641961E+02
  0.11645215E+01 -0.17592157E+02
  0.11730216E+01 -0.17542069E+02
  0.11815218E+01 -0.17491699E+02
  0.11900219E+01 -0.17441049E+02
