  0.00000000E+00 -0.51117182E+01
  0.63761888E-02 -0.51116105E+01
  0.12752378E-01 -0.51112454E+01
  0.19128566E-01 -0.51106227E+01
  0.25504755E-01 -0.51097421E+01
  0.31880944E-01 -0.51086033E+01
  0.38257133E-01 -0.51072061E+01
  0.44633322E-01 -0.51055501E+01
  0.51009511E-01 -0.51036352E+01
  0.57385699E-01 -0.51014611E+01
  0.63761888E-01 -0.50990276E+01
  0.70138077E-01 -0.50963343E+01
  0.76514266E-01 -0.50933812E+01
  0.82890455E-01 -0.50901680E+01
  0.89266643E-01 -0.50866947E+01
  0.95642832E-01 -0.50829611E+01
  0.10201902E+00 -0.50789672E+01
  0.10839521E+00 -0.50747131E+01
  0.11477140E+00 -0.50701989E+01
  0.12114759E+00 -0.50654247E+01
  0.12752378E+00 -0.50603908E+01
  0.13389997E+00 -0.50550975E+01
  0.14027615E+00 -0.50495454E+01
  0.14665234E+00 -0.50437350E+01
  0.15302853E+00 -0.50376671E+01
  0.15940472E+00 -0.50313423E+01
  0.16578091E+00 -0.50247618E+01
  0.17215710E+00 -0.50179266E+01
  0.17853329E+00 -0.50108381E+01
  0.18490948E+00 -0.50034975E+01
  0.19128566E+00 -0.49959065E+01
  0.19766185E+00 -0.49880668E+01
  0.20403804E+00 -0.49799803E+01
  0.21041423E+00 -0.49716488E+01
  0.21679042E+00 -0.49630747E+01
  0.22316661E+00 -0.49542600E+01
  0.22954280E+00 -0.49452072E+01
  0.23591899E+00 -0.49359188E+01
  0.24229517E+00 -0.49263972E+01
  0.24867136E+00 -0.49166452E+01
  0.25504755E+00 -0.49066652E+01
  0.26142374E+00 -0.48964601E+01
  0.26779993E+00 -0.48860324E+01
  0.27417612E+00 -0.48753849E+01
  0.28055231E+00 -0.48645201E+01
  0.28692850E+00 -0.48534407E+01
  0.29330469E+00 -0.48421491E+01
  0.29968087E+00 -0.48306477E+01
  0.30605706E+00 -0.48189388E+01
  0.31243325E+00 -0.48070246E+01
  0.31880944E+00 -0.47949070E+01
  0.32518563E+00 -0.47825880E+01
  0.33156182E+00 -0.47700692E+01
  0.33793801E+00 -0.47573524E+01
  0.34431420E+00 -0.47444388E+01
  0.35069038E+00 -0.47313299E+01
  0.35706657E+00 -0.47180268E+01
  0.36344276E+00 -0.47045306E+01
  0.36981895E+00 -0.46908423E+01
  0.37619514E+00 -0.46769627E+01
  0.38257133E+00 -0.46628929E+01
  0.38894752E+00 -0.46486336E+01
  0.39532371E+00 -0.46341857E+01
  0.40169990E+00 -0.46195502E+01
  0.40807608E+00 -0.46047282E+01
  0.41445227E+00 -0.45897207E+01
  0.42082846E+00 -0.45745292E+01
  0.42720465E+00 -0.45591550E+01
  0.43358084E+00 -0.45436000E+01
  0.43995703E+00 -0.45278662E+01
  0.44633322E+00 -0.45119558E+01
  0.45270941E+00 -0.44958715E+01
  0.45908559E+00 -0.44796163E+01
  0.46546178E+00 -0.44631933E+01
  0.47183797E+00 -0.44466063E+01
  0.47821416E+00 -0.44298594E+01
  0.48459035E+00 -0.44129571E+01
  0.49096654E+00 -0.43959040E+01
  0.49734273E+00 -0.43787055E+01
  0.50371892E+00 -0.43613672E+01
  0.51009511E+00 -0.43438949E+01
  0.51647129E+00 -0.43262950E+01
  0.52284748E+00 -0.43085740E+01
  0.52922367E+00 -0.42907388E+01
  0.53559986E+00 -0.42727967E+01
  0.54197605E+00 -0.42547548E+01
  0.54835224E+00 -0.42366209E+01
  0.55472843E+00 -0.42184027E+01
  0.56110462E+00 -0.42001080E+01
  0.56748080E+00 -0.41817450E+01
  0.57385699E+00 -0.41633216E+01
  0.58023318E+00 -0.41448461E+01
  0.58660937E+00 -0.41263267E+01
  0.59298556E+00 -0.41077715E+01
  0.59936175E+00 -0.40891889E+01
  0.60573794E+00 -0.40705872E+01
  0.61211413E+00 -0.40519745E+01
  0.61849031E+00 -0.40333593E+01
  0.62486650E+00 -0.40147497E+01
  0.63124269E+00 -0.39961543E+01
  0.63761888E+00 -0.39775814E+01
  0.64399507E+00 -0.39590396E+01
  0.65037126E+00 -0.39405375E+01
  0.65674745E+00 -0.39220840E+01
  0.66312364E+00 -0.39036881E+01
  0.66949983E+00 -0.38853589E+01
  0.67587601E+00 -0.38671061E+01
  0.68225220E+00 -0.38489395E+01
  0.68862839E+00 -0.38308693E+01
  0.69500458E+00 -0.38129061E+01
  0.70138077E+00 -0.37950611E+01
  0.70775696E+00 -0.37773456E+01
  0.71413315E+00 -0.37597717E+01
  0.72050934E+00 -0.37423521E+01
  0.72688552E+00 -0.37250997E+01
  0.73326171E+00 -0.37080282E+01
  0.73963790E+00 -0.36911517E+01
  0.74601409E+00 -0.36744851E+01
  0.75239028E+00 -0.36580434E+01
  0.75876647E+00 -0.36418426E+01
  0.76514266E+00 -0.36258986E+01
  0.77151885E+00 -0.36102283E+01
  0.77789504E+00 -0.35948485E+01
  0.78427122E+00 -0.35797767E+01
  0.79064741E+00 -0.35650303E+01
  0.79702360E+00 -0.35506271E+01
  0.80339979E+00 -0.35365849E+01
  0.80977598E+00 -0.35229218E+01
  0.81615217E+00 -0.35096556E+01
  0.82252836E+00 -0.34968039E+01
  0.82890455E+00 -0.34843844E+01
  0.83528073E+00 -0.34724142E+01
  0.84165692E+00 -0.34609103E+01
  0.84803311E+00 -0.34498892E+01
  0.85440930E+00 -0.34393667E+01
  0.86078549E+00 -0.34293583E+01
  0.86716168E+00 -0.34198787E+01
  0.87353787E+00 -0.34109420E+01
  0.87991406E+00 -0.34025613E+01
  0.88629025E+00 -0.33947494E+01
  0.89266643E+00 -0.33875178E+01
  0.89904262E+00 -0.33808774E+01
  0.90541881E+00 -0.33748383E+01
  0.91179500E+00 -0.33694093E+01
  0.91817119E+00 -0.33645988E+01
  0.92454738E+00 -0.33604139E+01
  0.93092357E+00 -0.33568608E+01
  0.93729976E+00 -0.33539450E+01
  0.94367594E+00 -0.33516707E+01
  0.95005213E+00 -0.33500415E+01
  0.95642832E+00 -0.33490598E+01
  0.96280451E+00 -0.33487270E+01
  0.96916718E+00 -0.33486177E+01
  0.97552985E+00 -0.33482944E+01
  0.98189252E+00 -0.33477579E+01
  0.98825519E+00 -0.33470094E+01
  0.99461786E+00 -0.33460506E+01
  0.10009805E+01 -0.33448835E+01
  0.10073432E+01 -0.33435105E+01
  0.10137059E+01 -0.33419343E+01
  0.10200685E+01 -0.33401579E+01
  0.10264312E+01 -0.33381845E+01
  0.10327939E+01 -0.33360175E+01
  0.10391565E+01 -0.33336602E+01
  0.10455192E+01 -0.33311161E+01
  0.10518819E+01 -0.33283887E+01
  0.10582445E+01 -0.33254811E+01
  0.10646072E+01 -0.33223967E+01
  0.10709699E+01 -0.33191382E+01
  0.10773326E+01 -0.33157084E+01
  0.10836952E+01 -0.33121095E+01
  0.10900579E+01 -0.33083437E+01
  0.10964206E+01 -0.33044125E+01
  0.11027832E+01 -0.33003172E+01
