  0.50000000E-01  0.30208147E-05  0.91063215E-08
  0.60000000E-01  0.30208135E-05  0.94506009E-08
  0.70000000E-01  0.30208122E-05  0.97966686E-08
  0.80000000E-01  0.30208106E-05  0.10144487E-07
  0.90000000E-01  0.30208089E-05  0.10494016E-07
  0.10000000E+00  0.30208070E-05  0.10845215E-07
  0.11000000E+00  0.30208049E-05  0.11198043E-07
  0.12000000E+00  0.30208027E-05  0.11552455E-07
  0.13000000E+00  0.30208004E-05  0.11908407E-07
  0.14000000E+00  0.30207980E-05  0.12265850E-07
  0.15000000E+00  0.30207954E-05  0.12624733E-07
  0.16000000E+00  0.30207928E-05  0.12985006E-07
  0.17000000E+00  0.30207902E-05  0.13346612E-07
  0.18000000E+00  0.30207875E-05  0.13709494E-07
  0.19000000E+00  0.30207848E-05  0.14073590E-07
  0.20000000E+00  0.30207820E-05  0.14438837E-07
  0.21000000E+00  0.30207794E-05  0.14805166E-07
  0.22000000E+00  0.30207767E-05  0.15172506E-07
  0.23000000E+00  0.30207742E-05  0.15540782E-07
  0.24000000E+00  0.30207717E-05  0.15909915E-07
  0.25000000E+00  0.30207694E-05  0.16279822E-07
  0.26000000E+00  0.30207672E-05  0.16650415E-07
  0.27000000E+00  0.30207653E-05  0.17021602E-07
  0.28000000E+00  0.30207635E-05  0.17393286E-07
  0.29000000E+00  0.30207620E-05  0.17765366E-07
  0.30000000E+00  0.30207607E-05  0.18137735E-07
  0.31000000E+00  0.30207598E-05  0.18510281E-07
  0.32000000E+00  0.30207591E-05  0.18882888E-07
  0.33000000E+00  0.30207589E-05  0.19255432E-07
  0.34000000E+00  0.30207590E-05  0.19627787E-07
  0.35000000E+00  0.30207596E-05  0.19999817E-07
  0.36000000E+00  0.30207606E-05  0.20371385E-07
  0.37000000E+00  0.30207621E-05  0.20742344E-07
  0.38000000E+00  0.30207642E-05  0.21112543E-07
  0.39000000E+00  0.30207667E-05  0.21481824E-07
  0.40000000E+00  0.30207699E-05  0.21850024E-07
  0.41000000E+00  0.30207737E-05  0.22216972E-07
  0.42000000E+00  0.30207782E-05  0.22582492E-07
  0.43000000E+00  0.30207833E-05  0.22946402E-07
  0.44000000E+00  0.30207892E-05  0.23308510E-07
  0.45000000E+00  0.30207958E-05  0.23668622E-07
  0.46000000E+00  0.30208032E-05  0.24026533E-07
  0.47000000E+00  0.30208115E-05  0.24382035E-07
  0.48000000E+00  0.30208206E-05  0.24734911E-07
  0.49000000E+00  0.30208305E-05  0.25084936E-07
  0.50000000E+00  0.30208414E-05  0.25431882E-07
  0.51000000E+00  0.30208533E-05  0.25775509E-07
  0.52000000E+00  0.30208661E-05  0.26115574E-07
  0.53000000E+00  0.30208800E-05  0.26451826E-07
  0.54000000E+00  0.30208949E-05  0.26784005E-07
  0.55000000E+00  0.30209109E-05  0.27111845E-07
  0.56000000E+00  0.30209280E-05  0.27435073E-07
  0.57000000E+00  0.30209463E-05  0.27753409E-07
  0.58000000E+00  0.30209658E-05  0.28066565E-07
  0.59000000E+00  0.30209866E-05  0.28374245E-07
  0.60000000E+00  0.30210086E-05  0.28676147E-07
  0.61000000E+00  0.30210319E-05  0.28971961E-07
  0.62000000E+00  0.30210566E-05  0.29261368E-07
  0.63000000E+00  0.30210826E-05  0.29544044E-07
  0.64000000E+00  0.30211102E-05  0.29819655E-07
  0.65000000E+00  0.30211392E-05  0.30087860E-07
  0.66000000E+00  0.30211697E-05  0.30348310E-07
  0.67000000E+00  0.30212018E-05  0.30600648E-07
  0.68000000E+00  0.30212355E-05  0.30844509E-07
  0.69000000E+00  0.30212709E-05  0.31079521E-07
  0.70000000E+00  0.30213080E-05  0.31305301E-07
  0.71000000E+00  0.30213468E-05  0.31521460E-07
  0.72000000E+00  0.30213876E-05  0.31727599E-07
  0.73000000E+00  0.30214302E-05  0.31923311E-07
  0.74000000E+00  0.30214747E-05  0.32108181E-07
  0.75000000E+00  0.30215213E-05  0.32281782E-07
  0.76000000E+00  0.30215700E-05  0.32443682E-07
  0.77000000E+00  0.30216208E-05  0.32593436E-07
  0.78000000E+00  0.30216739E-05  0.32730592E-07
  0.79000000E+00  0.30217292E-05  0.32854686E-07
  0.80000000E+00  0.30217870E-05  0.32965247E-07
  0.81000000E+00  0.30218472E-05  0.33061790E-07
  0.82000000E+00  0.30219099E-05  0.33143824E-07
  0.83000000E+00  0.30219753E-05  0.33210844E-07
  0.84000000E+00  0.30220434E-05  0.33262336E-07
  0.85000000E+00  0.30221144E-05  0.33297774E-07
  0.86000000E+00  0.30221882E-05  0.33316621E-07
  0.87000000E+00  0.30222652E-05  0.33318328E-07
  0.88000000E+00  0.30223452E-05  0.33302334E-07
  0.89000000E+00  0.30224285E-05  0.33268067E-07
  0.90000000E+00  0.30225152E-05  0.33214941E-07
  0.91000000E+00  0.30226053E-05  0.33142359E-07
  0.92000000E+00  0.30226991E-05  0.33049707E-07
  0.93000000E+00  0.30227966E-05  0.32936363E-07
  0.94000000E+00  0.30228979E-05  0.32801687E-07
  0.95000000E+00  0.30230033E-05  0.32645025E-07
  0.96000000E+00  0.30231128E-05  0.32465712E-07
  0.97000000E+00  0.30232266E-05  0.32263064E-07
  0.98000000E+00  0.30233449E-05  0.32036384E-07
  0.99000000E+00  0.30234677E-05  0.31784958E-07
  0.10000000E+01  0.30235953E-05  0.31508058E-07
  0.10100000E+01  0.30237279E-05  0.31204937E-07
  0.10200000E+01  0.30238655E-05  0.30874834E-07
  0.10300000E+01  0.30240083E-05  0.30516968E-07
  0.10400000E+01  0.30241566E-05  0.30130541E-07
