   0.00000000E+000  -0.55266596E-010
   0.30030030E-001  -0.61894287E-010
   0.60060060E-001  -0.82941126E-010
   0.90090090E-001  -0.12198941E-009
   0.12012012E+000  -0.18532620E-009
   0.15015015E+000  -0.28249514E-009
   0.18018018E+000  -0.42735039E-009
   0.21021021E+000  -0.64024526E-009
   0.24024024E+000  -0.95276795E-009
   0.27027027E+000  -0.14175769E-008
   0.30030030E+000  -0.21265301E-008
   0.33033033E+000  -0.32376614E-008
   0.36036036E+000  -0.50011413E-008
   0.39039039E+000  -0.77551279E-008
   0.42042042E+000  -0.11847421E-007
   0.45045045E+000  -0.17458243E-007
   0.48048048E+000  -0.24374466E-007
   0.51051051E+000  -0.31859683E-007
   0.54054054E+000  -0.38777331E-007
   0.57057057E+000  -0.43983846E-007
   0.60060060E+000  -0.46792765E-007
   0.63063063E+000  -0.47218202E-007
   0.66066066E+000  -0.45853251E-007
   0.69069069E+000  -0.43504477E-007
   0.72072072E+000  -0.40845257E-007
   0.75075075E+000  -0.38266786E-007
   0.78078078E+000  -0.35919573E-007
   0.81081081E+000  -0.33828619E-007
   0.84084084E+000  -0.31982871E-007
   0.87087087E+000  -0.30371096E-007
   0.90090090E+000  -0.28983694E-007
   0.93093093E+000  -0.27805721E-007
   0.96096096E+000  -0.26813445E-007
   0.99099099E+000  -0.25975658E-007
   0.10210210E+001  -0.25257152E-007
   0.10510511E+001  -0.24622151E-007
   0.10810811E+001  -0.24036737E-007
   0.11111111E+001  -0.23470199E-007
   0.11411411E+001  -0.22895551E-007
   0.11711712E+001  -0.22289533E-007
   0.12012012E+001  -0.21632316E-007
   0.12312312E+001  -0.20907080E-007
   0.12612613E+001  -0.20099543E-007
   0.12912913E+001  -0.19197519E-007
   0.13213213E+001  -0.18190509E-007
   0.13513514E+001  -0.17069320E-007
   0.13813814E+001  -0.15825674E-007
   0.14114114E+001  -0.14451780E-007
   0.14414414E+001  -0.12939844E-007
   0.14714715E+001  -0.11281545E-007
   0.15015015E+001  -0.94675795E-008
   0.15315315E+001  -0.74874737E-008
   0.15615616E+001  -0.53295419E-008
   0.15915916E+001  -0.29802654E-008
   0.16216216E+001  -0.42241956E-009
   0.16516517E+001   0.23675120E-008
   0.16816817E+001   0.54223390E-008
   0.17117117E+001   0.87884755E-008
   0.17417417E+001   0.12529739E-007
   0.17717718E+001   0.16732687E-007
   0.18018018E+001   0.21521754E-007
   0.18318318E+001   0.27077630E-007
   0.18618619E+001   0.33679653E-007
   0.18918919E+001   0.41780469E-007
   0.19219219E+001   0.52143158E-007
   0.19519520E+001   0.66113739E-007
   0.19819820E+001   0.86184295E-007
   0.20120120E+001   0.11730490E-006
   0.20420420E+001   0.17023409E-006
   0.20720721E+001   0.27254952E-006
   0.21021021E+001   0.49307502E-006
   0.21321321E+001   0.75655869E-006
   0.21621622E+001   0.78031031E-006
   0.21921922E+001   0.80671540E-006
   0.22222222E+001   0.80660601E-006
   0.22522523E+001   0.78338179E-006
   0.22822823E+001   0.74947130E-006
   0.23123123E+001   0.71068555E-006
   0.23423423E+001   0.66960674E-006
   0.23723724E+001   0.62831916E-006
   0.24024024E+001   0.58845960E-006
   0.24324324E+001   0.55085067E-006
   0.24624625E+001   0.51572320E-006
   0.24924925E+001   0.48308523E-006
   0.25225225E+001   0.45289712E-006
   0.25525526E+001   0.42509457E-006
   0.25825826E+001   0.39957460E-006
   0.26126126E+001   0.37619352E-006
   0.26426426E+001   0.35477848E-006
   0.26726727E+001   0.33514363E-006
   0.27027027E+001   0.31710440E-006
   0.27327327E+001   0.30048705E-006
   0.27627628E+001   0.28513305E-006
   0.27927928E+001   0.27089967E-006
   0.28228228E+001   0.25765880E-006
   0.28528529E+001   0.24529553E-006
   0.28828829E+001   0.23370711E-006
   0.29129129E+001   0.22280239E-006
   0.29429429E+001   0.21250132E-006
   0.29729730E+001   0.20273461E-006
   0.30030030E+001   0.19344305E-006
   0.30330330E+001   0.18457698E-006
   0.30630631E+001   0.17609558E-006
   0.30930931E+001   0.16796614E-006
   0.31231231E+001   0.16016341E-006
   0.31531532E+001   0.15266883E-006
   0.31831832E+001   0.14546986E-006
   0.32132132E+001   0.13855938E-006
   0.32432432E+001   0.13193523E-006
   0.32732733E+001   0.12560028E-006
   0.33033033E+001   0.11956321E-006
   0.33333333E+001   0.11384038E-006
   0.33633634E+001   0.10846030E-006
   0.33933934E+001   0.10347551E-006
   0.34234234E+001   0.98984699E-007
   0.34534535E+001   0.95164998E-007
   0.34834835E+001   0.92358625E-007
   0.35135135E+001   0.91347838E-007
   0.35435435E+001   0.93966763E-007
   0.35735736E+001   0.10378187E-006
   0.36036036E+001   0.12538673E-006
   0.36336336E+001   0.15807553E-006
   0.36636637E+001   0.18590970E-006
   0.36936937E+001   0.17507885E-006
   0.37237237E+001   0.74614695E-007
   0.37537538E+001   0.80824462E-007
   0.37837838E+001   0.50365877E-007
   0.38138138E+001   0.22901556E-007
   0.38438438E+001   0.39785191E-008
   0.38738739E+001  -0.45026669E-008
   0.39039039E+001  -0.28432618E-008
   0.39339339E+001   0.72848993E-008
   0.39639640E+001   0.23749741E-007
   0.39939940E+001   0.44603675E-007
   0.40240240E+001   0.68429059E-007
   0.40540541E+001   0.94360651E-007
   0.40840841E+001   0.12227678E-006
   0.41141141E+001   0.15312274E-006
   0.41441441E+001   0.18753824E-006
   0.41741742E+001   0.21774475E-006
   0.42042042E+001   0.24732474E-006
   0.42342342E+001   0.24062704E-006
   0.42642643E+001   0.30789564E-006
   0.42942943E+001   0.27032060E-006
   0.43243243E+001   0.26157332E-006
   0.43543544E+001   0.25862343E-006
   0.43843844E+001   0.25334212E-006
   0.44144144E+001   0.24802716E-006
   0.44444444E+001   0.24212495E-006
   0.44744745E+001   0.23564712E-006
   0.45045045E+001   0.22876731E-006
   0.45345345E+001   0.22161855E-006
   0.45645646E+001   0.21437060E-006
   0.45945946E+001   0.20722097E-006
   0.46246246E+001   0.20036611E-006
   0.46546547E+001   0.19397985E-006
   0.46846847E+001   0.18819038E-006
   0.47147147E+001   0.18306495E-006
   0.47447447E+001   0.17861215E-006
   0.47747748E+001   0.17479246E-006
   0.48048048E+001   0.17152461E-006
   0.48348348E+001   0.16868464E-006
   0.48648649E+001   0.16610789E-006
   0.48948949E+001   0.16359955E-006
   0.49249249E+001   0.16092947E-006
   0.49549550E+001   0.15774964E-006
   0.49849850E+001   0.15269723E-006
   0.50150150E+001   0.15084146E-006
   0.50450450E+001   0.15416702E-006
   0.50750751E+001   0.15793022E-006
   0.51051051E+001   0.16095958E-006
   0.51351351E+001   0.16328075E-006
   0.51651652E+001   0.16507889E-006
   0.51951952E+001   0.16653064E-006
   0.52252252E+001   0.16778299E-006
   0.52552553E+001   0.16896094E-006
   0.52852853E+001   0.17017022E-006
   0.53153153E+001   0.17149801E-006
   0.53453453E+001   0.17301585E-006
   0.53753754E+001   0.17479205E-006
   0.54054054E+001   0.17689112E-006
   0.54354354E+001   0.17933366E-006
   0.54654655E+001   0.18207686E-006
   0.54954955E+001   0.18499505E-006
   0.55255255E+001   0.18777693E-006
   0.55555556E+001   0.18994867E-006
   0.55855856E+001   0.19036998E-006
   0.56156156E+001   0.18828914E-006
   0.56456456E+001   0.18382160E-006
   0.56756757E+001   0.16991508E-006
   0.57057057E+001   0.13085763E-006
   0.57357357E+001   0.22584001E-006
   0.57657658E+001  -0.16665984E-007
   0.57957958E+001   0.12076686E-006
   0.58258258E+001   0.12330279E-006
