 written on 18Oct2023 at 11:34:41 
           5
         151
    2    1    1    1    2    2    1    1    1    1    1    2    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    1
    1    1    2    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    2    1    1    1    1    1
    1    1    1    1    1    1    2    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    1    1
    1    1    1    1    1    1    1    1    1    1    1    1    1    2    1
    1    1    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    2    1    1    1    1    1    2    2    1    1    1
    2
   -8   -4    0    1    1    0.000318    0.000000
   -8   -4    0    2    1    0.000295   -0.000000
   -8   -4    0    3    1    0.000000    0.000000
   -8   -4    0    4    1   -0.000000    0.000000
   -8   -4    0    5    1   -0.000000   -0.000000
   -8   -4    0    1    2   -0.000575   -0.000000
   -8   -4    0    2    2    0.000318   -0.000000
   -8   -4    0    3    2   -0.000000   -0.000000
   -8   -4    0    4    2   -0.000000    0.000000
   -8   -4    0    5    2    0.000000    0.000000
   -8   -4    0    1    3   -0.000000   -0.000000
   -8   -4    0    2    3   -0.000000   -0.000000
   -8   -4    0    3    3   -0.000186   -0.000000
   -8   -4    0    4    3    0.000116    0.000006
   -8   -4    0    5    3    0.000112   -0.000001
   -8   -4    0    1    4    0.000000   -0.000000
   -8   -4    0    2    4    0.000000    0.000000
   -8   -4    0    3    4    0.000116   -0.000006
   -8   -4    0    4    4   -0.000196    0.000000
   -8   -4    0    5    4   -0.000219   -0.000004
   -8   -4    0    1    5    0.000000   -0.000000
   -8   -4    0    2    5   -0.000000   -0.000000
   -8   -4    0    3    5    0.000112    0.000002
   -8   -4    0    4    5   -0.000203    0.000006
   -8   -4    0    5    5   -0.000191   -0.000000
   -7   -5    0    1    1   -0.000257    0.000000
   -7   -5    0    2    1   -0.000002    0.000000
   -7   -5    0    3    1    0.000000    0.000000
   -7   -5    0    4    1    0.000000    0.000000
   -7   -5    0    5    1    0.000000    0.000000
   -7   -5    0    1    2    0.000520   -0.000000
   -7   -5    0    2    2   -0.000257    0.000000
   -7   -5    0    3    2   -0.000000   -0.000000
   -7   -5    0    4    2    0.000000    0.000000
   -7   -5    0    5    2    0.000000    0.000000
   -7   -5    0    1    3    0.000000    0.000000
   -7   -5    0    2    3    0.000000   -0.000000
   -7   -5    0    3    3   -0.000102    0.000001
   -7   -5    0    4    3    0.000053    0.000008
   -7   -5    0    5    3    0.000068   -0.000000
   -7   -5    0    1    4    0.000000   -0.000000
   -7   -5    0    2    4   -0.000000   -0.000000
   -7   -5    0    3    4    0.000073   -0.000008
   -7   -5    0    4    4   -0.000171    0.000001
   -7   -5    0    5    4   -0.000205   -0.000005
   -7   -5    0    1    5   -0.000000    0.000000
   -7   -5    0    2    5   -0.000000   -0.000000
   -7   -5    0    3    5    0.000053    0.000004
   -7   -5    0    4    5   -0.000219    0.000003
   -7   -5    0    5    5   -0.000165   -0.000004
