G                               1         0.0000000000      0.0000000000      0.0000000000      0.0000000000
K                             201         1.7000313275      0.3333300000      0.3333300000      0.0000000000
M                             301         2.5500469914      0.5000000000      0.0000000000      0.0000000000
G                             474         4.0223321080      0.0000000000      0.0000000000      0.0000000000
