# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    7.575150301    2.983364485    2.983215475    2.983020794
    7.635270541    2.429787687    2.429664062    2.429557585
    7.695390782    2.137587548    2.137494701    2.137435897
    7.755511022    2.144673484    2.144595744    2.144565655
    7.815631263    2.107185371    2.107142485    2.107116906
    7.875751503    2.047856009    2.047843579    2.047806029
    7.935871743    1.993904695    1.993909412    1.993870329
    7.995991984    1.746507883    1.746509947    1.746485129
    8.056112224    1.724917848    1.724912205    1.724901801
    8.116232465    2.138935413    2.138922259    2.138925780
    8.176352705    2.981802814    2.981785177    2.981799528
    8.236472946    3.630244033    3.630217379    3.630213393
    8.296593186    3.921311090    3.921264401    3.921246470
    8.356713427    3.335077228    3.335050690    3.335052862
    8.416833667    2.704274505    2.704283613    2.704296211
    8.476953908    2.501206872    2.501255253    2.501282597
    8.537074148    2.376823072    2.376886961    2.376902847
    8.597194389    2.283413710    2.283456134    2.283449921
    8.657314629    2.119375747    2.119401474    2.119386077
    8.717434870    1.824736460    1.824758384    1.824744133
    8.777555110    1.653375436    1.653395196    1.653358138
    8.837675351    1.632050192    1.632060859    1.632001962
    8.897795591    1.514463380    1.514464865    1.514420634
    8.957915832    1.256141286    1.256147193    1.256119728
    9.018036072    1.061792881    1.061801090    1.061787228
    9.078156313    1.073419334    1.073428720    1.073425380
    9.138276553    1.330989007    1.331000751    1.331008353
    9.198396794    1.836211190    1.836225980    1.836248707
    9.258517034    2.155711954    2.155733711    2.155767672
    9.318637275    2.207556216    2.207591699    2.207614771
    9.378757515    2.262869244    2.262920149    2.262915910
    9.438877756    2.416965720    2.417058107    2.417025168
    9.498997996    2.391048626    2.391185180    2.391131839
    9.559118236    2.018289282    2.018406773    2.018370744
    9.619238477    1.570567722    1.570635997    1.570632411
    9.679358717    1.217882132    1.217914155    1.217921747
    9.739478958    0.979418980    0.979438178    0.979434152
    9.799599198    0.944559583    0.944573525    0.944554713
    9.859719439    0.928891795    0.928903595    0.928875119
    9.919839679    0.712703769    0.712714183    0.712692382
    9.979959920    0.525991492    0.525998399    0.525985174
   10.040080160    0.429789949    0.429794117    0.429785115
   10.100200401    0.387072196    0.387074624    0.387067133
   10.160320641    0.378322273    0.378324325    0.378316490
   10.220440882    0.406742332    0.406744467    0.406733935
   10.280561122    0.487146821    0.487149043    0.487131573
   10.340681363    0.595131245    0.595133021    0.595108333
   10.400801603    0.601799926    0.601801923    0.601785152
   10.460921844    0.600029764    0.600031194    0.600026290
   10.521042084    0.705695019    0.705692053    0.705693211
   10.581162325    0.906492549    0.906484055    0.906487846
   10.641282565    1.014631057    1.014620876    1.014617333
   10.701402806    1.118141409    1.118134392    1.118127235
   10.761523046    1.464162045    1.464148500    1.464139871
   10.821643287    1.706274212    1.706245049    1.706237347
   10.881763527    1.630921431    1.630893047    1.630892894
   10.941883768    1.344313941    1.344296488    1.344302599
   11.002004008    1.060262336    1.060252916    1.060250266
   11.062124248    1.018350486    1.018346237    1.018333428
   11.122244489    0.965430169    0.965427406    0.965416333
   11.182364729    0.762333188    0.762330929    0.762325141
   11.242484970    0.623199376    0.623200202    0.623196621
   11.302605210    0.622823316    0.622828381    0.622826157
   11.362725451    0.734503176    0.734515277    0.734516440
   11.422845691    0.917922943    0.917940190    0.917946686
   11.482965932    0.890848703    0.890854691    0.890863431
   11.543086172    0.700974905    0.700970090    0.700979447
   11.603206413    0.635632653    0.635621504    0.635630241
   11.663326653    0.670204670    0.670188852    0.670194020
   11.723446894    0.627589661    0.627573214    0.627578525
   11.783567134    0.507752545    0.507738941    0.507748529
   11.843687375    0.458682704    0.458669614    0.458684173
   11.903807615    0.479951744    0.479937929    0.479954681
   11.963927856    0.488897640    0.488883536    0.488894792
   12.024048096    0.454200684    0.454184309    0.454189363
   12.084168337    0.421413876    0.421396238    0.421380925
   12.144288577    0.464272428    0.464248867    0.464208464
   12.204408818    0.525381178    0.525341238    0.525308546
   12.264529058    0.530611886    0.530561777    0.530564749
   12.324649299    0.523264693    0.523226525    0.523233377
   12.384769539    0.527181978    0.527160969    0.527157308
   12.444889780    0.520980556    0.520965890    0.520957103
   12.505010020    0.477141630    0.477127078    0.477120265
   12.565130261    0.472275586    0.472260329    0.472258767
   12.625250501    0.474235412    0.474217864    0.474215854
   12.685370741    0.449680579    0.449666265    0.449658671
   12.745490982    0.361367385    0.361358971    0.361349491
   12.805611222    0.299974896    0.299965970    0.299957533
   12.865731463    0.302065352    0.302052054    0.302044424
   12.925851703    0.363807148    0.363787911    0.363779080
   12.985971944    0.394787393    0.394774039    0.394755535
   13.046092184    0.361109968    0.361112127    0.361071237
   13.106212425    0.380218625    0.380238827    0.380162699
   13.166332665    0.425834392    0.425857591    0.425758617
   13.226452906    0.410084028    0.410093522    0.410026630
   13.286573146    0.384518665    0.384517705    0.384484947
   13.346693387    0.370169446    0.370157457    0.370144152
   13.406813627    0.366553030    0.366531267    0.366531927
   13.466933868    0.353568273    0.353545004    0.353557383
   13.527054108    0.335754634    0.335735705    0.335754527
   13.587174349    0.338329779    0.338309278    0.338330551
   13.647294589    0.366863464    0.366835002    0.366861159
   13.707414830    0.341591814    0.341564405    0.341584175
   13.767535070    0.273810634    0.273792035    0.273800172
   13.827655311    0.231263268    0.231252887    0.231252564
   13.887775551    0.214514980    0.214507130    0.214503695
   13.947895792    0.224832040    0.224823343    0.224822282
   14.008016032    0.252864069    0.252860188    0.252859551
   14.068136273    0.274967216    0.274970959    0.274969153
   14.128256513    0.264729502    0.264740464    0.264734263
   14.188376754    0.272951889    0.272966853    0.272958118
   14.248496994    0.305165261    0.305175236    0.305173097
   14.308617234    0.352088083    0.352089977    0.352092395
   14.368737475    0.392510330    0.392506970    0.392509166
   14.428857715    0.408189907    0.408184628    0.408186659
   14.488977956    0.458116595    0.458108446    0.458110654
   14.549098196    0.518214887    0.518205460    0.518204925
   14.609218437    0.543404854    0.543409441    0.543402019
   14.669338677    0.531325643    0.531360968    0.531343822
   14.729458918    0.554586248    0.554654282    0.554639542
   14.789579158    0.558776338    0.558847657    0.558843808
   14.849699399    0.530738387    0.530801293    0.530804992
   14.909819639    0.534601871    0.534661641    0.534665123
   14.969939880    0.507020270    0.507060646    0.507060494
   15.030060120    0.485145256    0.485156124    0.485162128
   15.090180361    0.461266720    0.461267005    0.461274801
   15.150300601    0.382850270    0.382850646    0.382858366
   15.210420842    0.335878799    0.335871103    0.335886545
   15.270541082    0.306936923    0.306912652    0.306944890
   15.330661323    0.283381652    0.283348631    0.283387516
   15.390781563    0.257423589    0.257401417    0.257422000
   15.450901804    0.253174338    0.253165057    0.253165470
   15.511022044    0.247210420    0.247213148    0.247199687
   15.571142285    0.246189952    0.246195060    0.246184185
   15.631262525    0.243689917    0.243690115    0.243681218
   15.691382766    0.221205106    0.221199676    0.221187216
   15.751503006    0.196826059    0.196821171    0.196804583
   15.811623246    0.168743127    0.168745108    0.168730123
   15.871743487    0.151294524    0.151301785    0.151292352
   15.931863727    0.152558805    0.152574370    0.152566579
   15.991983968    0.176666966    0.176696665    0.176685777
   16.052104208    0.210129105    0.210174207    0.210154560
   16.112224449    0.238387992    0.238440766    0.238410049
   16.172344689    0.212986693    0.213022587    0.212996341
   16.232464930    0.159812082    0.159833068    0.159819156
   16.292585170    0.126786264    0.126799491    0.126798230
   16.352705411    0.118614972    0.118621908    0.118632363
   16.412825651    0.116019069    0.116023711    0.116039640
   16.472945892    0.107678071    0.107684193    0.107695305
   16.533066132    0.109896310    0.109903373    0.109911793
   16.593186373    0.125409456    0.125418133    0.125426880
   16.653306613    0.124601473    0.124609606    0.124617725
   16.713426854    0.122907287    0.122913196    0.122919869
   16.773547094    0.142912320    0.142916539    0.142924268
   16.833667335    0.161284959    0.161285825    0.161297112
   16.893787575    0.159348480    0.159347947    0.159357505
   16.953907816    0.147844827    0.147844973    0.147850773
   17.014028056    0.143153379    0.143153332    0.143165270
   17.074148297    0.139295404    0.139290556    0.139324386
   17.134268537    0.152695867    0.152690364    0.152735972
   17.194388778    0.161593089    0.161598201    0.161625575
   17.254509018    0.147568431    0.147587759    0.147597344
   17.314629259    0.134965599    0.134986060    0.134987165
   17.374749499    0.119337853    0.119345400    0.119343543
   17.434869739    0.112220473    0.112218327    0.112215525
   17.494989980    0.118743317    0.118732135    0.118731516
   17.555110220    0.125623036    0.125603849    0.125604507
   17.615230461    0.105828098    0.105811605    0.105811694
   17.675350701    0.090454303    0.090442443    0.090442752
   17.735470942    0.086726180    0.086718290    0.086718353
   17.795591182    0.096823654    0.096820693    0.096817427
   17.855711423    0.121420589    0.121421388    0.121413898
   17.915831663    0.121093215    0.121095886    0.121089700
   17.975951904    0.101366005    0.101369612    0.101370205
   18.036072144    0.091807512    0.091813509    0.091817468
   18.096192385    0.087504218    0.087512789    0.087513610
   18.156312625    0.094891943    0.094901998    0.094899283
   18.216432866    0.107013433    0.107028408    0.107020820
   18.276553106    0.119674475    0.119697673    0.119686001
   18.336673347    0.121234527    0.121260166    0.121247543
   18.396793587    0.106949612    0.106969189    0.106959890
   18.456913828    0.100429243    0.100446772    0.100439965
   18.517034068    0.110256576    0.110277607    0.110271062
   18.577154309    0.132880465    0.132905754    0.132899912
   18.637274549    0.130250172    0.130272811    0.130273266
   18.697394790    0.115555527    0.115576211    0.115583137
   18.757515030    0.110180566    0.110202266    0.110214833
   18.817635271    0.092532793    0.092550304    0.092559745
   18.877755511    0.080916355    0.080929922    0.080933758
   18.937875752    0.086203740    0.086216873    0.086216793
   18.997995992    0.105287902    0.105301267    0.105299216
   19.058116232    0.114033054    0.114042135    0.114041343
   19.118236473    0.099361564    0.099366383    0.099363025
   19.178356713    0.093438626    0.093438977    0.093434000
   19.238476954    0.107315976    0.107310275    0.107307115
   19.298597194    0.121951385    0.121942058    0.121938007
   19.358717435    0.123315583    0.123305344    0.123292422
   19.418837675    0.120870307    0.120854985    0.120833778
   19.478957916    0.102190026    0.102167149    0.102146240
   19.539078156    0.079553971    0.079535393    0.079517572
   19.599198397    0.064939337    0.064928569    0.064916200
   19.659318637    0.055224517    0.055217318    0.055209979
   19.719438878    0.051356219    0.051349727    0.051346327
   19.779559118    0.055960879    0.055952576    0.055953066
   19.839679359    0.067711076    0.067698640    0.067702571
   19.899799599    0.074428691    0.074414492    0.074414795
   19.959919840    0.066770953    0.066761315    0.066754769
   20.020040080    0.058966269    0.058961261    0.058948977
   20.080160321    0.058846943    0.058846279    0.058828669
   20.140280561    0.060814759    0.060821619    0.060804723
   20.200400802    0.066848749    0.066860811    0.066843783
   20.260521042    0.070035650    0.070043843    0.070028569
   20.320641283    0.069781979    0.069789914    0.069786508
   20.380761523    0.078505805    0.078519721    0.078531210
   20.440881764    0.092022785    0.092046427    0.092066562
   20.501002004    0.089121552    0.089148284    0.089157062
   20.561122244    0.088134037    0.088158056    0.088149971
   20.621242485    0.091087491    0.091109215    0.091092037
   20.681362725    0.081954486    0.081971046    0.081959615
   20.741482966    0.068737564    0.068752281    0.068747485
   20.801603206    0.059991726    0.060006934    0.060006966
   20.861723447    0.060763568    0.060783793    0.060787909
   20.921843687    0.066102624    0.066131092    0.066136036
   20.981963928    0.064880125    0.064906212    0.064907097
   21.042084168    0.063871704    0.063889084    0.063886677
   21.102204409    0.057878105    0.057890560    0.057884765
   21.162324649    0.049344117    0.049354504    0.049347896
   21.222444890    0.049474220    0.049484605    0.049476868
   21.282565130    0.057571588    0.057584227    0.057573035
   21.342685371    0.064089072    0.064103006    0.064089272
   21.402805611    0.062610298    0.062616870    0.062606426
   21.462925852    0.059847984    0.059848338    0.059842910
   21.523046092    0.058523459    0.058524349    0.058520633
   21.583166333    0.053981185    0.053982921    0.053978369
   21.643286573    0.043600945    0.043602354    0.043598085
   21.703406814    0.034378749    0.034379839    0.034377186
   21.763527054    0.030846492    0.030847628    0.030845714
   21.823647295    0.030950244    0.030950954    0.030949095
   21.883767535    0.031213438    0.031212026    0.031212392
   21.943887776    0.034035085    0.034029976    0.034034010
   22.004008016    0.041252860    0.041243663    0.041251836
   22.064128257    0.046485143    0.046476767    0.046488748
   22.124248497    0.050149619    0.050144447    0.050159505
   22.184368737    0.053500809    0.053496896    0.053513393
   22.244488978    0.050717067    0.050713949    0.050726845
   22.304609218    0.048255666    0.048253561    0.048260265
   22.364729459    0.052697442    0.052693302    0.052697709
   22.424849699    0.062305524    0.062295828    0.062301685
   22.484969940    0.068234227    0.068216593    0.068224660
   22.545090180    0.073345362    0.073327590    0.073336715
   22.605210421    0.077699199    0.077686482    0.077701032
   22.665330661    0.079517774    0.079509726    0.079528662
   22.725450902    0.065093614    0.065086947    0.065103146
   22.785571142    0.045663847    0.045659939    0.045672006
   22.845691383    0.035187693    0.035186390    0.035194881
   22.905811623    0.031664967    0.031665096    0.031670398
   22.965931864    0.032337625    0.032338311    0.032342392
   23.026052104    0.037653451    0.037654283    0.037658270
   23.086172345    0.046567153    0.046566065    0.046570147
   23.146292585    0.051970028    0.051963475    0.051968213
   23.206412826    0.050029207    0.050021892    0.050026914
   23.266533066    0.047100136    0.047099530    0.047102691
   23.326653307    0.046931336    0.046936277    0.046936990
   23.386773547    0.042665256    0.042673351    0.042672885
   23.446893788    0.036694294    0.036702951    0.036703972
   23.507014028    0.035041420    0.035049207    0.035052202
   23.567134269    0.038557746    0.038566757    0.038569027
   23.627254509    0.048096981    0.048109472    0.048109946
   23.687374749    0.057254117    0.057273535    0.057271231
   23.747494990    0.062516004    0.062544534    0.062537272
   23.807615230    0.059687831    0.059722115    0.059712541
   23.867735471    0.052395751    0.052429175    0.052426908
   23.927855711    0.048577832    0.048609721    0.048614448
   23.987975952    0.043935912    0.043968765    0.043978752
   24.048096192    0.039391981    0.039427349    0.039441795
   24.108216433    0.035870768    0.035907036    0.035926340
   24.168336673    0.034375927    0.034418777    0.034440849
   24.228456914    0.036373580    0.036435462    0.036454254
   24.288577154    0.038888649    0.038986970    0.038993770
   24.348697395    0.041464938    0.041630758    0.041605866
   24.408817635    0.044229646    0.044517159    0.044416875
   24.468937876    0.043372469    0.043815015    0.043611698
   24.529058116    0.038118822    0.038525453    0.038431158
   24.589178357    0.032307477    0.032526085    0.032750653
   24.649298597    0.030226476    0.030310277    0.030939543
   24.709418838    0.029919559    0.029901585    0.031187563
   24.769539078    0.031971225    0.031844239    0.034103973
   24.829659319    0.029602399    0.029424004    0.031801849
   24.889779559    0.023644192    0.023531157    0.024979144
   24.949899800    0.020209000    0.020152686    0.020946153
   25.010020040    0.019036167    0.019007653    0.019471792
   25.070140281    0.017689303    0.017674552    0.017965363
   25.130260521    0.018179093    0.018171354    0.018361979
   25.190380762    0.019336438    0.019333353    0.019459126
   25.250501002    0.017956415    0.017955751    0.018033976
   25.310621242    0.017834825    0.017834212    0.017871179
   25.370741483    0.020113788    0.020113159    0.020103267
   25.430861723    0.022762736    0.022764796    0.022684340
   25.490981964    0.024701341    0.024713346    0.024505377
   25.551102204    0.023403271    0.023445815    0.023070548
   25.611222445    0.020252231    0.020305476    0.019966866
   25.671342685    0.020291972    0.020324293    0.020137413
   25.731462926    0.022713690    0.022731165    0.022632470
   25.791583166    0.025189665    0.025199472    0.025138115
   25.851703407    0.029107899    0.029112947    0.029064781
   25.911823647    0.031838677    0.031837892    0.031803272
   25.971943888    0.030254920    0.030252799    0.030232729
   26.032064128    0.024036887    0.024036269    0.024024969
   26.092184369    0.017992124    0.017993103    0.017986374
   26.152304609    0.015252553    0.015254832    0.015250144
   26.212424850    0.014919375    0.014922707    0.014918754
   26.272545090    0.015187553    0.015191209    0.015188066
   26.332665331    0.016261670    0.016266120    0.016262980
   26.392785571    0.017022807    0.017029731    0.017025040
   26.452905812    0.016503969    0.016509242    0.016505568
   26.513026052    0.017130301    0.017130977    0.017130134
   26.573146293    0.018235893    0.018232720    0.018234924
   26.633266533    0.017005253    0.017001305    0.017004677
   26.693386774    0.015052246    0.015049698    0.015052903
   26.753507014    0.015270774    0.015268536    0.015271700
   26.813627255    0.018060100    0.018056485    0.018059796
   26.873747495    0.024233475    0.024227555    0.024231078
   26.933867735    0.027974220    0.027968954    0.027970443
   26.993987976    0.026688935    0.026685852    0.026683511
   27.054108216    0.024672830    0.024670038    0.024665184
   27.114228457    0.021325861    0.021321865    0.021318120
   27.174348697    0.018482413    0.018478918    0.018478944
   27.234468938    0.016484348    0.016481753    0.016483044
   27.294589178    0.015487695    0.015486027    0.015486950
   27.354709419    0.014990453    0.014989322    0.014989697
   27.414829659    0.015429744    0.015428368    0.015428199
   27.474949900    0.016407362    0.016405866    0.016406026
   27.535070140    0.016836427    0.016835228    0.016835962
   27.595190381    0.017196099    0.017195296    0.017196230
   27.655310621    0.020312119    0.020310658    0.020312049
   27.715430862    0.020253124    0.020249798    0.020252199
   27.775551102    0.015444786    0.015441982    0.015444336
   27.835671343    0.012168050    0.012166489    0.012168232
   27.895791583    0.010805876    0.010805386    0.010806382
   27.955911824    0.011338194    0.011338345    0.011338843
   28.016032064    0.013252940    0.013253360    0.013253500
   28.076152305    0.014151481    0.014151783    0.014151802
   28.136272545    0.012828472    0.012827923    0.012828285
   28.196392786    0.011654886    0.011652221    0.011653323
   28.256513026    0.012849557    0.012842816    0.012845653
   28.316633267    0.017008204    0.016994887    0.017000408
   28.376753507    0.021472366    0.021457195    0.021461279
   28.436873747    0.018755443    0.018746691    0.018745447
   28.496993988    0.014201155    0.014197070    0.014191709
   28.557114228    0.012819127    0.012816871    0.012806623
   28.617234469    0.012627973    0.012628461    0.012613298
   28.677354709    0.011017752    0.011023753    0.011008019
   28.737474950    0.009415346    0.009427249    0.009410981
   28.797595190    0.008286552    0.008307002    0.008285626
   28.857715431    0.007915351    0.007950102    0.007917228
   28.917835671    0.008529807    0.008578787    0.008532600
   28.977955912    0.009618827    0.009663664    0.009620362
   29.038076152    0.009493129    0.009531786    0.009494192
   29.098196393    0.008445639    0.008487899    0.008446673
   29.158316633    0.008246753    0.008304365    0.008247686
   29.218436874    0.008623254    0.008716179    0.008624056
   29.278557114    0.008670889    0.008838761    0.008674750
   29.338677355    0.008523172    0.008779272    0.008534547
   29.398797595    0.008951145    0.009162666    0.008961633
   29.458917836    0.009702887    0.009823084    0.009709154
   29.519038076    0.011601549    0.011670193    0.011605383
   29.579158317    0.012676871    0.012719994    0.012679645
   29.639278557    0.009915075    0.009943960    0.009917207
   29.699398798    0.007398469    0.007418488    0.007399763
   29.759519038    0.006386105    0.006400227    0.006386563
   29.819639279    0.006468660    0.006478299    0.006468055
   29.879759519    0.006837401    0.006844153    0.006836147
   29.939879760    0.005988001    0.005994040    0.005987514
   30.000000000    0.004994578    0.005000096    0.004994825
