   0.00000000E+000  -0.15162573E-009
   0.30030030E-001  -0.16897978E-009
   0.60060060E-001  -0.22394325E-009
   0.90090090E-001  -0.32544609E-009
   0.12012012E+000  -0.48916692E-009
   0.15015015E+000  -0.73894315E-009
   0.18018018E+000  -0.11094671E-008
   0.21021021E+000  -0.16517555E-008
   0.24024024E+000  -0.24445239E-008
   0.27027027E+000  -0.36168052E-008
   0.30030030E+000  -0.53879462E-008
   0.33033033E+000  -0.81247543E-008
   0.36036036E+000  -0.12393234E-007
   0.39039039E+000  -0.18942632E-007
   0.42042042E+000  -0.28529591E-007
   0.45045045E+000  -0.41532454E-007
   0.48048048E+000  -0.57465011E-007
   0.51051051E+000  -0.74699637E-007
   0.54054054E+000  -0.90737443E-007
   0.57057057E+000  -0.10306057E-006
   0.60060060E+000  -0.11013474E-006
   0.63063063E+000  -0.11193399E-006
   0.66066066E+000  -0.10968276E-006
   0.69069069E+000  -0.10508085E-006
   0.72072072E+000  -0.99569758E-007
   0.75075075E+000  -0.94013517E-007
   0.78078078E+000  -0.88776847E-007
   0.81081081E+000  -0.83959701E-007
   0.84084084E+000  -0.79583025E-007
   0.87087087E+000  -0.75665359E-007
   0.90090090E+000  -0.72227120E-007
   0.93093093E+000  -0.69274342E-007
   0.96096096E+000  -0.66789196E-007
   0.99099099E+000  -0.64731587E-007
   0.10210210E+001  -0.63046748E-007
   0.10510511E+001  -0.61673532E-007
   0.10810811E+001  -0.60550659E-007
   0.11111111E+001  -0.59620328E-007
   0.11411411E+001  -0.58829703E-007
   0.11711712E+001  -0.58130992E-007
   0.12012012E+001  -0.57480752E-007
   0.12312312E+001  -0.56838795E-007
   0.12612613E+001  -0.56166924E-007
   0.12912913E+001  -0.55427620E-007
   0.13213213E+001  -0.54582728E-007
   0.13513514E+001  -0.53592136E-007
   0.13813814E+001  -0.52412433E-007
   0.14114114E+001  -0.50995526E-007
   0.14414414E+001  -0.49287208E-007
   0.14714715E+001  -0.47225576E-007
   0.15015015E+001  -0.44739209E-007
   0.15315315E+001  -0.41745014E-007
   0.15615616E+001  -0.38145521E-007
   0.15915916E+001  -0.33825221E-007
   0.16216216E+001  -0.28645739E-007
   0.16516517E+001  -0.22439791E-007
   0.16816817E+001  -0.15003236E-007
   0.17117117E+001  -0.60842079E-008
   0.17417417E+001   0.46310536E-008
   0.17717718E+001   0.17538186E-007
   0.18018018E+001   0.33144196E-007
   0.18318318E+001   0.52108263E-007
   0.18618619E+001   0.75303973E-007
   0.18918919E+001   0.10390761E-006
   0.19219219E+001   0.13952687E-006
   0.19519520E+001   0.18438186E-006
   0.19819820E+001   0.24156865E-006
   0.20120120E+001   0.31542100E-006
   0.20420420E+001   0.41177098E-006
   0.20720721E+001   0.53733589E-006
   0.21021021E+001   0.69787609E-006
   0.21321321E+001   0.82239010E-006
   0.21621622E+001   0.77456641E-006
   0.21921922E+001   0.75346922E-006
   0.22222222E+001   0.74079946E-006
   0.22522523E+001   0.72875596E-006
   0.22822823E+001   0.71612607E-006
   0.23123123E+001   0.70183181E-006
   0.23423423E+001   0.68463381E-006
   0.23723724E+001   0.66414966E-006
   0.24024024E+001   0.64067407E-006
   0.24324324E+001   0.61473138E-006
   0.24624625E+001   0.58687726E-006
   0.24924925E+001   0.55765522E-006
   0.25225225E+001   0.52757908E-006
   0.25525526E+001   0.49711530E-006
   0.25825826E+001   0.46667509E-006
   0.26126126E+001   0.43661620E-006
   0.26426426E+001   0.40724734E-006
   0.26726727E+001   0.37883121E-006
   0.27027027E+001   0.35158654E-006
   0.27327327E+001   0.32569062E-006
