   0.00000000E+000  -0.36206484E-010
   0.30030030E-001  -0.40601384E-010
   0.60060060E-001  -0.54540957E-010
   0.90090090E-001  -0.80323221E-010
   0.12012012E+000  -0.12188449E-009
   0.15015015E+000  -0.18496318E-009
   0.18018018E+000  -0.27743246E-009
   0.21021021E+000  -0.41018295E-009
   0.24024024E+000  -0.59958292E-009
   0.27027027E+000  -0.87370103E-009
   0.30030030E+000  -0.12856902E-008
   0.33033033E+000  -0.19365665E-008
   0.36036036E+000  -0.30007523E-008
   0.39039039E+000  -0.47272962E-008
   0.42042042E+000  -0.73684869E-008
   0.45045045E+000  -0.11001180E-007
   0.48048048E+000  -0.15288652E-007
   0.51051051E+000  -0.19347492E-007
   0.54054054E+000  -0.21906584E-007
   0.57057057E+000  -0.21771376E-007
   0.60060060E+000  -0.18337862E-007
   0.63063063E+000  -0.11808186E-007
   0.66066066E+000  -0.29788520E-008
   0.69069069E+000   0.71986991E-008
   0.72072072E+000   0.17967301E-007
   0.75075075E+000   0.28865887E-007
   0.78078078E+000   0.39649656E-007
   0.81081081E+000   0.50174076E-007
   0.84084084E+000   0.60327042E-007
   0.87087087E+000   0.70010921E-007
   0.90090090E+000   0.79145158E-007
   0.93093093E+000   0.87669596E-007
   0.96096096E+000   0.95544029E-007
   0.99099099E+000   0.10274563E-006
   0.10210210E+001   0.10926579E-006
   0.10510511E+001   0.11510681E-006
   0.10810811E+001   0.12027857E-006
   0.11111111E+001   0.12479555E-006
   0.11411411E+001   0.12867430E-006
   0.11711712E+001   0.13193145E-006
   0.12012012E+001   0.13458229E-006
   0.12312312E+001   0.13663963E-006
   0.12612613E+001   0.13811291E-006
   0.12912913E+001   0.13900747E-006
   0.13213213E+001   0.13932384E-006
   0.13513514E+001   0.13905711E-006
   0.13813814E+001   0.13819624E-006
   0.14114114E+001   0.13672327E-006
   0.14414414E+001   0.13461230E-006
   0.14714715E+001   0.13182834E-006
   0.15015015E+001   0.12832591E-006
   0.15315315E+001   0.12404757E-006
   0.15615616E+001   0.11892249E-006
   0.15915916E+001   0.11286457E-006
   0.16216216E+001   0.10577006E-006
   0.16516517E+001   0.97514373E-007
   0.16816817E+001   0.87947667E-007
   0.17117117E+001   0.76889312E-007
   0.17417417E+001   0.64121558E-007
   0.17717718E+001   0.49380408E-007
